esperanto,english,cefr_level,is_suspicious
"Estus pli bone, se mi irus .",It would be better if I went .,A,False
Multaj urboj havas metroojn.,Many cities have metros .,A,False
La manĝaĵo estis venigita sur belajn telerojn.,The food was brought on beautiful plates .,A,False
Ili iris skii lastan vintron.,They went skiing last winter .,A,False
Ni atendu antaŭ la vendejo.,Let 's wait in front of the store .,A,False
Panjo ŝatis miksi kremon kun ĉio.,Mother loved mixing cream with everything .,A,False
Multaj infanoj plukis la frukton.,Many children picked the fruit .,A,False
"Se ni sciintus, ni estus venintaj.","If we had known , we 'd have come .",A,False
"Se mi scius, ke tio estus tia, mi ne venus!","If I had known it would be like this , I would n't have come !",A,False
La rakonto estis kovrita de multaj ĵurnalistoj.,The story was covered by many reporters .,A,False
Mi provis purigi ĝin.,I tried to clean up .,A,False
Kiom da ranoj estas en via akvario?,How many frogs are in your aquarium ?,A,False
"Mi deziras, ke ĉesu pluvi.",I wish it would stop raining .,A,False
"Se ŝi scius tion, ŝi estus restinta .","If she had known , she 'd have stayed .",A,False
"Por perdi pezon, li manĝis legomojn.","In order to lose weight , he ate vegetables .",A,False
"Por ŝpari tempon, li forveturis .","In order to save time , he drove .",A,False
"Mi diris, ke mi iros hejmen.",I said I was going home .,A,False
Ŝi esperis trovi bonan laboron en la foiro.,She hoped to find a good job at the job fair .,A,False
Filmoj produktataj en Hollywood estas popularaj.,Movies produced in Hollywood are popular .,A,False
"Ŝi diris, ke ŝi havas ion por diri al vi, sed ŝi ne diris, kio ĝi estas .",She said she had something to tell you but she did n't say what it was .,A,False
Li parolis kun ni ambaŭ.,He spoke to both of us .,A,False
"Li diris al ni, kion li vidis.",He told us what he had seen .,A,False
Tiu areo estas konata pro ties persikoj.,This area is known for its peaches .,A,False
La manĝaĵo kutime estas bona tie.,The food is usually good there .,A,False
Ili planis iri al Kanado .,They planned to go to Canada .,A,False
Ili ofte ŝatis fari aferojn kune.,They often liked doing things together .,A,False
Mi volus esti baptopatrino.,I 'd like to be a godmother .,A,False
"Se mi trovintus ĝin , vi scius ĝin.","If I had found it , you 'd know .",A,False
Ĉu vi iam antaŭe vidis tian temon?,Have you ever seen this kind of issue before ?,A,False
Ĉu vi iam vidis ion tian antaŭe?,Have you ever seen anything like this before ?,A,False
Kie vi aĉetis tiun belan piĵamon?,Where did you buy that beautiful pair of pajamas ?,A,False
Jane havis belan jakon.,Jane had a nice jacket collection .,A,False
Mia dento estas tro larĝa.,My tooth is loose .,A,False
Mi devas vidi mian dentiston pro tiu dentodoloro.,I need to see my dentist for this toothache .,A,False
Ŝi komencis paŝi pli kaj pli malrapide.,She began to walk more and more slowly .,A,False
"Mia hundo mortis, kiam mi estis kvinjara.",My dog died when I was five .,A,False
Ĉu vi iam estis en limo?,Have you ever been in a limo ?,A,False
Mi pruntedonis al ŝi mian mantelon.,I lent her my coat .,A,False
Ŝi ŝminkis sin ĉiutage.,She put makeup on every day .,A,False
Ŝi manĝis spagetojn ĉiusemajne.,She ate spaghetti every week .,A,False
La arboj plantis la lastan jaron aspektas grandiozaj.,The trees planted last year look great .,A,False
"Baldaŭ estos Aprilo, do mi fine vidos belajn ĉerizarbojn florantaj.","It will be April soon , so I will finally get to see beautiful cherry blossom trees .",A,False
"Niaj infanoj malfacile decidas, kion porti al la lernejo.",Our kids have trouble deciding what to wear to school .,A,False
Ĉu vi vidis miajn sportŝuojn?,Have you seen my sneakers ?,A,False
Mia avino ĉiam estis mirinda rakontante al la enlitiĝoj.,My grandmother was always wonderful at telling bedtime stories .,A,False
Li kaŭzis problemon.,He caused a problem .,A,False
Ŝia hararo estis mola kiel silko.,Her hair was as soft as silk .,A,False
La usonanoj batalis en la vjetnama milito.,The Americans fought in the Vietnamese War .,A,False
Ni montras infanojn kiel esti kreemaj.,We show children how to be creative .,A,False
Bebon oni nomas ŝafido.,A baby sheep is called a lamb .,A,False
Estus pli malvarme posttagmeze.,It should get cooler in the afternoon .,A,False
"Ĝi estas en la montaro, kie vi vidas belajn arbojn.",It is in the mountains where you see beautiful trees .,A,False
Nenio en tiu dinosaŭro estas reala .,Nothing in this dinosaur museum is real .,A,False
Ili eble jam estas en la restoracio.,They may be at the restaurant already .,A,False
Ŝi malfrue iris hejmen.,She went home late .,A,False
"Ne aŭskultu vian pli aĝan fratinon, ĉar ŝi ne ĉiam pravas.",Do not listen to your older sister because she is not always right .,A,False
La rakonto alportis al ni esperon.,The story brought us hope .,A,False
"Ĉar liaj fingroj estis rompitaj, li ne plu povis ludi pianon.","Because his fingers were broken , he could no longer play the piano .",A,False
La stabo ankoraŭ ne malfermis la oficejon.,The staff have n't opened the office yet .,A,False
Balenoj ĝenerale estas pacemaj bestoj.,Whales are generally peaceful animals .,A,False
"Ŝi estis tiel bela, kiel ili diris.",She was as beautiful as they said .,A,False
Kiu estas la aŭtoro de tiu libro?,Who is the author of that book ?,A,False
Estis tiam ke mi vidis ŝin .,It was then that I saw her .,A,False
"Estis somero, kiam mi revidis ŝin.",It was summer when I saw her again .,A,False
Mi ĵus finis mian hejmtaskon.,I have just finished my homework .,A,False
Li ne rajtis al li trinki alkoholon.,He was n't allowed to have any alcohol .,A,False
"Li estas viro, kies kariero estas longa kaj sukcesa.",He is a man whose career has been long and successful .,A,False
"Mi ŝatus, ke vi preparu la tablon por vespermanĝo.",I 'd like you to set the table for dinner .,A,False
Ĉu ni komencu la konferencon nun?,Shall we start the conference now ?,A,False
Ŝi laboras en Wall Street.,She works on Wall Street .,A,False
Ĉu vi planas vojaĝi al Eŭropo ĉi-jare?,Do you have plans to travel to Europe this year ?,A,False
Mi esperas iam iri al Francio.,I hope to go to France one day .,A,False
Ĉu vi jam vidis ĝin?,Have you seen it already ?,A,False
Ŝiaj okuloj estis same afablaj kiel ĉiam.,Her eyes were as kind as ever .,A,False
Mi instruas ĉi tie dum multaj jaroj.,I have been teaching here for many years .,A,False
Mi deziras esti riĉa.,I wish I was rich .,A,False
Mi ne scias kion fari pri tiuj bruaj najbaroj.,I do n't know what to do about those noisy neighbors .,A,False
Ĉu la filmo ĵus komenciĝis?,Has the movie just started ?,A,False
Li havis tre potencajn krurojn.,He had very powerful legs .,A,False
Lisa ne ĉiam volas pasigi tempon kun sia koramiko.,Lisa does not always want to spend time with her boyfriend .,A,False
"La virinoj, kiuj vizitas hodiaŭ, estas miaj amikoj.",The women coming over today are my friends .,A,False
Ni ŝatas inviti niajn amikojn en la fino de .,We love to invite our friends over .,A,False
"Li mortis farante tion, je kio li kredis.",He died doing what he believed in .,A,False
Oni trovis ĝin hieraŭ.,It was found yesterday .,A,False
Oni trovis ĝin en la trajno .,It was found on the train .,A,False
"Ŝi diris, ke mi povas pruntepreni ŝin.",She said I could borrow hers .,A,False
"Mi forgesis miajn pantoflojn, sed ŝi lasis min pruntepreni ŝin.",I forgot my slippers but she let me borrow hers .,A,False
"Mi deziras, ke ŝi povu esti tie.",I wish she could be there .,A,False
Ni aŭdis ranojn proksime de la lago.,We heard frogs near the lake .,A,False
Ĉu ni prenu Jessicason al la malsanulejo?,Shall we take Jessica to the hospital ?,A,False
Ŝi devis rekomenci per .,She had to start over .,A,False
Li amas siajn sportŝuojn pli ol siajn regulajn ŝuojn.,He loves his sneakers more than his regular shoes .,A,False
Kial vi ĉiam surhavas sportŝuojn?,Why do you always wear sneakers ?,A,False
"Obama estas persono, kies potenco estas respektata .",Obama is a person whose power is respected .,A,False
"Mi ne scias, kien mi metis mian domon pasintnokte.",I do n't know where I put my house keys last night .,A,False
Mi trovis liajn ŝlosilojn ĉe la pordo.,I found his keys by the door .,A,False
Kiam tio estis konstruita?,When was this built ?,A,False
Kiujn kanadajn urbojn vi vizitis?,Which Canadian cities have you visited ?,A,False
Limestone oni ofte uzas cementon .,Limestone is often used in cement .,A,False
La fenestroj estis ŝlositaj.,The windows were locked .,A,False
Li subite koleriĝis.,He suddenly got angry .,A,False
Ŝi metis sian sakon sur la plankon .,She placed her bag on the floor .,A,False
La aviadilo estis malgranda kiel aŭto.,The plane was as small as a car .,A,False
La polico sekvis lin.,He was followed by the police .,A,False
La polico venis serĉi la ŝteliston.,The police came looking for the thief .,A,False
Kiel belega sunsubiro!,What a gorgeous sunset !,A,False
Estas multaj ŝafoj en Irlando.,There are a lot of sheep in Ireland .,A,False
Ĉu vi iam estis en aviadilo?,Have you ever been on a plane ?,A,False
Ĉu vi iam iris dormi en trajno?,Have you ever gone to sleep on a train ?,A,False
Kiu estas via plej ŝatata ilustranto?,Who is your favorite illustrator ?,A,False
Mi ŝategas tiujn ĉi ilustrajn vendistojn!,I love this illustrator !,A,False
"Jen la ĉambro, kie ĉio komenciĝis.",This is the room where it all began .,A,False
"Mi deziras, ke mi povu diri tion al ili ĝis revido.",I wish I could tell them good-bye .,A,False
"Mi deziras, ke mi povu diri al ili, ke mi pardonas ilin.",I wish I could tell them that I forgive them .,A,False
La alarmilo telefonos post sekundo.,The alarm will ring in a second .,A,False
"Diru al li, kiam li foriros.",Tell him when to leave .,A,False
La lernejo permesis al li plenumi.,The school allowed him to perform .,A,False
"Ĉu tiu estas la domo, kie ni renkontiĝis?",Is that the house where we met ?,A,False
"Mi deziras, ke mi povintus fini ĝin.",I wish I could have finished it .,A,False
Bluketoj estas famaj en tiu areo.,Blue crabs are famous in this area .,A,False
Ĉu vi vidis ŝin?,Have you seen hers ?,A,False
Ĉu vi vidis mian fratinon?,Have you seen my sister ?,A,False
"Mi tute ne povis kredi, kion li diris.",I could n't believe what he said .,A,False
"Mi deziras, ke mi estu pli saĝa.",I wish I were smarter .,A,False
Ĉu vi permesos al ni iri?,Will you allow us to go ?,A,False
"Li lernis, kiam ekdancis .",He learned when to start dancing .,A,False
Ni lernis danci .,We learned to dance .,A,False
Komencis pluvi dum nia pikniko.,It started raining during our picnic .,A,False
Tokio estas unu el la plej ekscitaj urboj de la mondo.,Tokyo is one of the most exciting cities in the world .,A,False
Li iris tra la pordo.,He walked through the door .,A,False
"Al mi mankas la maniero, kiel mia patrino ridis.",I miss the way my mother laughed .,A,False
Mia patrino mankas al mi.,I miss my mom .,A,False
Ŝi devas iri hejmen baldaŭ.,She must go home soon .,A,False
Ŝi havis varmajn brunajn okulojn .,She had warm brown eyes .,A,False
Li estis respektata viro en sia komunumo.,He was a respected man in his community .,A,False
Ŝi streĉis sian kolon.,She strained her neck .,A,False
Ŝi ricevis ringon de sia koramiko .,She received a ring from her boyfriend .,A,False
"Mi diris al ŝi, ke ŝi baldaŭ vizitu ŝin.",I told her to visit again soon .,A,False
Li ne povis ĉesi rigardi ŝin.,He could n't stop looking at her .,A,False
"Mi deziras esti tie, kiam ŝi alvenos, sed mi havas alian rendevuon.","I wish I could be there when she arrives , but I have another appointment .",A,False
Ŝi jam alvenis.,She has already arrived .,A,False
Ŝiaj okuloj aspektis kiel inhiacintoj.,Her eyes looked like emeralds .,A,False
Ŝia robo estis side verda.,Her dress was emerald green .,A,False
"Mi deziras, ke mi povu enlitiĝi anstataŭ fari ĉiujn ĉi hejmtaskojn.",I wish I could go to bed instead of doing all this homework .,A,False
Li donis al la knaboj iom da mono por aĉeti florojn por sia patrino.,He gave the boys some money to buy their mother some flowers .,A,False
Ŝi ricevis kion ŝi deziris.,She got what she wanted .,A,False
Ĉu vi forgesis la vian?,Did you forget yours ?,A,False
Li gajnis premion pro la plej bona aktoro.,He won an award for best actor .,A,False
"Estis granda rolo, kiu famigis lin.",It was a great role that made him famous .,A,False
"Mirinde, kia bela ŝtofo.","Wow , what a beautiful fabric .",A,False
Bilousoj estas pli ina ol ĉemizo.,Blouses are more feminine than shirts .,A,False
Ĉiuj aplaŭdis siajn manojn post la prezento.,Everyone clapped their hands after the performance .,A,False
Ĉu vi jam komencis lecionojn?,Have you started classes yet ?,A,False
"Se vi estus mi, kion vi elektus?","If you were me , what would you choose ?",A,False
La hundoj komencis batali.,The dogs started to fight .,A,False
Tie estis ruĝa aŭto parkita.,There was a red car parked there .,A,False
Estis du tigroj en la zoo .,There were two tigers at the zoo .,A,False
Mi ĵus komencis mian novan laboron.,I have just started my new job .,A,False
Ĉu vi jam komencis vian novan laboron?,Have you started your new job yet ?,A,False
"Tio estis la loko, kie estis la arbo.",That was the spot where the tree was .,A,False
Miaj gepatroj mortis antaŭ multaj jaroj.,My parents died many years ago .,A,False
Mia bopatrino mortis antaŭ tri jaroj.,My mother - in- law died three years ago .,A,False
Ŝia avo amis sian bifstekon malofta.,Her grandfather loved his steak rare .,A,False
Ŝi aliĝis al Usono. Smard teamo .,She joined the U.S. Sailing Team .,A,False
Mi neniam estis ekster Japanujo.,I 've never been outside of Japan .,A,False
Mi loĝas en Japanio same bone kiel en Kanado.,I have lived in Japan as well as in Canada .,A,False
"Ŝi havis belan, longajn harojn.","She had beautiful , long hair .",A,False
Manĝante pli da legomoj helpos vin senti pli bone.,Eating more vegetables will help you to feel better .,A,False
Ili ambaŭ finis sian hejmtaskon.,Both of them finished their homework .,A,False
"Emily finis sian hejmtaskon, antaŭ ol ŝi tro laciĝis.",Emily finished her homework before she got too tired .,A,False
La bestoj komencis kuri .,The animals began to run .,A,False
"Mi deziras, ke ni estu kune denove por unu lasta tagmanĝo.",I wish we were all together again for one last dinner .,A,False
"Mi deziras, ke ni povu reiri.",I wish we could go again .,A,False
Lasu min preni vian mantelon.,Let me get you your coat .,A,False
Ili ne povis trovi iun ajn.,They could n't find anyone .,A,False
Li decidis aĉeti florojn por sia edzino dum li estis for.,He decided to buy flowers for his wife while he was out .,A,False
Neniu el ili trinkas.,None of them drink .,A,False
